,3.9045254916937178
sides2,3.0
sidesince,1.0
sidesthe,1.0
sidethe,5.0
sidetoside,4.0
sidewalk,4.0
sideways,4.0
sideways3,5.0
sidewaysstraight,5.0
siding,4.5
siemens,3.7777777777777777
siemensmicrosoft,5.0
sienna,4.0
sieve,5.0
sigan,5.0
sigh,3.5
sighs,5.0
sight,3.6206896551724137
sightcons,4.0
sighted,4.0
sightmy,2.0
sights,4.5
sign,3.9047619047619047
signage,5.0
signal,3.958498023715415
signal3,4.0
signalavoiding,5.0
signalboost,4.0
signaldoes,4.0
signaled,5.0
signali,4.0
signalif,5.0
signalim,5.0
signalin,2.0
signaling,5.0
signalingi,5.0
signalkeeping,5.0
signalling,2.0
signalmy,5.0
signalnegatives1,4.0
signalnice,3.0
signalobstruction,5.0
signalother,4.0
signalreception,3.0
signals,3.183673469387755
signalsif,4.0
signalsupports,5.0
signalthe,4.0
signalvery,5.0
signature,4.5
signatures,4.333333333333333
signed,3.6
signifcantly,3.0
significant,3.4871794871794872
significantcheck,5.0
significantly,3.4324324324324325
significantlycons,4.0
significantlyi,1.0
significantunlike,5.0
signified,2.0
signifycharge,4.0
signifying,1.0
signing,1.0
signs,4.111111111111111
sii,4.285714285714286
siii,4.6
siithis,5.0
silence,4.2
silences,5.0
silent,4.037037037037037
silent7,5.0
silently,2.0
silentsay,4.0
silentvibrate,4.0
silhouette,4.0
silica,5.0
silicon,4.230769230769231
silicone,4.215686274509804
siliconeblack,2.0
siliconecheers,5.0
siliconei,5.0
siliconeplastic,5.0
siliconethe,5.0
siliconlike,5.0
siliconmetal,4.0
siliconrubberize,5.0
silicrylic,3.3333333333333335
silk,4.0
silky,4.714285714285714
silliness,4.0
silly,3.75
sillylooking,2.0
sillymay,5.0
sillyotherwise,4.0
sillythe,4.0
silo,4.0
silver,4.2272727272727275
silverbronze,4.0
silverbulk,2.0
silveris,2.0
silvermetal,1.0
silvermost,5.0
silverware,5.0
silvery,3.0
sim,3.742574257425743
simaltaneously,3.5
simcard,3.6666666666666665
simfree,5.0
simi,5.0
similar,3.8674698795180724
similari,5.0
similarities,4.0
similarity,4.5
similarly,3.7222222222222223
simon,5.0
simple,4.220689655172414
simplea,5.0
simplebattery,3.0
simplei,4.5
simpleif,5.0
simpleits,5.0
simpleminded,4.0
simplenitpick,5.0
simpler,4.5
simplest,4.6
simpletons,4.0
simplicity,3.8333333333333335
simplicitybut,5.0
simplicitythe,4.0
simplified,3.5
simplifies,5.0
simplify,5.0
simplifying,4.0
simplifyprospairing,4.0
simplistic,3.5
simplized,1.0
simply,3.9031007751937983
sims,5.0
simsall,4.0
simulataneously,5.0
simulate,4.0
simultaneous,2.5
simultaneously,3.933333333333333
simultaneously3,5.0
simultaneously6,3.0
simultaneouslycomfortfiti,5.0
simultaneouslyderives,5.0
simultaneouslyit,1.0
simultaneouslypluses1sound,4.0
simultaneouslythe,2.0
simultaneouslyupdate,5.0
simultaneouslywhy,4.0
simultaniously,5.0
sin,4.0
since,4.040223463687151
sinceanyone,5.0
sinced,1.0
sinceelectricity,4.0
sincei,5.0
sincerest,5.0
sincetotal,5.0
sinch,4.5
sincronized,4.0
sind,4.0
sine,4.0
sing,4.75
singal,5.0
singapore,2.5
singers,5.0
single,4.176136363636363
singlebutton,4.5
singleear,4.666666666666667
singlepoint,5.0
singlesmartphones,4.0
singlestory,2.0
singletap,3.0
singleuser,5.0
singly,4.0
sink,4.833333333333333
sinply,4.0
sins,4.0
sip,5.0
sips,4.0
siquiera,5.0
sirens,5.0
siri,4.4
sirius,3.3333333333333335
sirs,5.0
sirus,1.0
sister,4.375
sisterenjoy,5.0
sisterinlaws,4.0
sisters,4.375
sit,3.764705882352941
site,3.784090909090909
site3,3.0
sitefollowup,2.0
siteone,5.0
sites,4.0
sites8999,5.0
sitethe,3.0
sitethis,4.5
siteto,5.0
siteupdate,3.0
sits,3.92
sitter,5.0
sitting,3.8214285714285716
sittingthat,3.0
situated,4.142857142857143
situation,3.566666666666667
situationi,1.0
situations,4.45945945945946
situationsbottom,4.0
situationsthe,4.0
situationthis,4.0
situationwhats,5.0
situationwhy,1.0
situp,5.0
six,4.391304347826087
sixcharacterfriendly,4.0
sixplus,4.0
sixteen,5.0
sixth,1.0
sixty,5.0
size,4.144351464435147
size2,4.0
size3,5.0
size7,4.0
sizecapabilities,4.0
sizeclarity,5.0
sizeconsvolume,4.0
sized,4.132075471698113
sizedesign,1.0
sizedurablefast,5.0
sizefeels,4.0
sizei,3.0
sizeif,5.0
sizeim,5.0
sizeit,4.0
sizeive,5.0
sizelightlasergood,4.0
sizelightness,4.0
sizemy,4.0
sizeon,4.0
sizeoverall,5.0
sizepriceoriginal,5.0
sizes,4.052631578947368
sizes4,4.0
sizescons,4.0
sizeslim,5.0
sizessuggestion,5.0
sizethus,5.0
sizeweight,3.0
sizing,3.0
sizzles,5.0
sk,2.0
skateboard,5.0
skateboards,4.0
skates,3.0
skeleton,4.666666666666667
skeptic,5.0
skeptical,4.486486486486487
skepticism,5.0
sketch,4.3
sketchbook,1.6666666666666667
sketches,3.0
sketchier,5.0
sketching,3.0
sketchso,3.0
sketchtargus,5.0
sketchy,3.3333333333333335
ski,4.625
skid,4.0
skidded,1.0
skiddish,5.0
skii,5.0
skiing,5.0
skill,3.8333333333333335
skilled,4.0
skills,3.6666666666666665
skimming,5.0
skimp,5.0
skimps,5.0
skimpy,3.6666666666666665
skin,3.967741935483871
skincartiledge,2.0
skincase,5.0
skincons1,4.0
skinned,5.0
skinniest,2.0
skinny,3.6
skinomi,5.0
skins,3.875
skip,4.0227272727272725
skipback,1.0
skipfast,3.0
skipped,5.0
skipping,3.4444444444444446
skippy,1.0
skips,2.5714285714285716
skipsparticularly,2.0
skirt,4.0
skittish,5.0
skn6252,4.0
skn6252a,3.0
sks,2.0
sku,5.0
skull,3.75
skullcandy,3.5
sky,5.0
skydock,5.0
skydocks,5.0
skyfire,4.0
skype,4.064516129032258
skypeaimmsngoogle,5.0
skypeing,5.0
skypeok,5.0
skypeoverall,3.0
skypes,2.0
skyrocket,4.571428571428571
skyrocketexcellent,5.0
slack,3.5
slacker,3.5
slam,3.8333333333333335
slammed,5.0
slams,5.0
slant,2.6666666666666665
slanted,3.0
slap,4.666666666666667
slapped,5.0
slashes,4.0
slate,5.0
slathered,5.0
slaves,5.0
sleaves,2.0
sleazy,1.0
sleek,4.217054263565892
sleekbook,2.0
sleeker,4.5
sleekness,4.75
sleep,4.25
sleeperand,4.0
sleepers,5.0
sleeping,4.0
sleeve,4.130434782608695
sleevec,4.0
sleeves,4.333333333333333
slegdehammer,3.0
slender,5.0
slept,5.0
sleve,1.0
slew,4.666666666666667
slice,3.6666666666666665
slick,3.926829268292683
slicker,3.0
slickness,3.0
slid,3.619047619047619
slide,4.226086956521739
slided,5.0
slideon,1.0
slideout,3.8333333333333335
slidepresenter,5.0
slider,3.731707317073171
sliderphonefrom,3.0
sliders,4.666666666666667
sliderswivel,5.0
slides,3.9444444444444446
slideshowcons,2.0
slideshowsyou,5.0
sliding,4.135593220338983
slidingltlt,5.0
slighhhhhtly,1.0
slighly,3.5
slight,4.0
slightest,3.25
slightly,3.936893203883495
slightly3,2.0
slightlyi,3.0
slim,4.375
slimbottom,3.0
slime,1.5
slimfit,5.0
slimits,4.0
slimline,5.0
slimmer,4.090909090909091
slimmest,4.0
slimness,5.0
slimnice,5.0
slimsy,4.0
sline,4.0
sling,5.0
slingbox,2.0
slingshot,4.0
slip,4.142857142857143
slipalignment,3.0
slipand,4.0
slipcase,5.0
slipin,4.0
slippage,5.0
slippageraised,3.0
slipped,3.769230769230769
slippery,4.214285714285714
slipperytypically,4.0
slipperywe,4.0
slipping,4.045454545454546
slippy,5.0
slipright,5.0
slips,3.9310344827586206
slit,3.5
slk,5.0
slkdes,5.0
slolwly,5.0
sloooo,4.0
slooooowly,4.0
sloping,5.0
sloppily,3.0
sloppy,1.5
slot,3.6363636363636362
sloth,1.0
slotinternational,5.0
slots,4.294117647058823
slotted,5.0
slow,3.296875
slowaint,2.0
slowand,1.0
slowed,3.5
slower,3.84375
slowerhowever,5.0
slowest,1.5
slowit,4.5
slowly,3.782608695652174
slowlynote,4.0
slowlythe,3.5
slowlythis,4.0
slowness,5.0
slows,3.4
slowthere,4.0
slr,4.0
slrs,5.0
sluggish,2.769230769230769
sluggishly,2.0
sluggishness,2.5
sluggishweird,5.0
slurred,2.0
slvr,4.0
slvrupdate,5.0
slwly,4.0
sm1,5.0
sm100,5.0
sma,5.0
smack,2.0
smackeroos,4.0
small,4.140575079872204
smallcompact,5.0
smallcompared,4.0
smaller,4.187192118226601
smallergreat,4.0
smallest,3.9523809523809526
smallestbest,5.0
smallish,4.0
smalllight,5.0
smallportable,5.0
smalls,5.0
smallso,5.0
smallthe,5.0
smallthere,4.0
smart,4.290322580645161
smartclip,1.0
smartclips,1.0
smarter,4.666666666666667
smartest,4.0
smartly,3.0
smartphone,4.25
smartphoneattachedthe,5.0
smartphonei,5.0
smartphonemacpc,5.0
smartphonepdaiphone,3.0
smartphones,3.8333333333333335
smartphonesthere,4.0
smartphonestyle,5.0
smartphonethe,4.5
smartphonethis,1.0
smartphoneware,5.0
smartwatches,5.0
smash,5.0
smashed,4.0
smashing,3.0
smear,1.0
smeared,5.0
smears,1.0
smell,3.272727272727273
smelled,3.0
smelling,1.0
smells,2.0
smile,3.5
smiles,5.0
smith,5.0
smogged,4.0
smoke,4.0
smokedcolor,2.0
smokes,5.0
smoking,1.3333333333333333
smooth,4.384615384615385
smoothed,4.5
smoother,4.333333333333333
smoothest,4.0
smoothie,5.0
smoothing,5.0
smoothly,3.9545454545454546
smoothlythe,4.0
smoothness,5.0
smoothnot,3.0
smoothyif,4.0
smplification,5.0
sms,4.666666666666667
smsmms,4.0
smt5600,4.0
smt5800,4.0
smtp,4.0
smudge,4.0
smudged,4.0
smudgefree,5.0
smudges,3.4285714285714284
smudgy,4.0
smugged,5.0
sn,4.0
snag,5.0
snagged,3.5714285714285716
snaggedpros,4.0
snags,3.7142857142857144
snail,1.0
snake,3.0
snakeoil,1.0
snap,3.853932584269663
snapdown,3.0
snaped,2.0
snapi,5.0
snapin,5.0
snapon,4.666666666666667
snapped,3.090909090909091
snappedyet,1.0
snappier,3.0
snappiest,4.0
snapping,4.75
snappingim,4.0
snappy,4.0
snaps,3.787878787878788
snapshot,4.5
snapshots,3.0
snapslip,2.0
snaptight,4.0
snatching,5.0
snazzy,4.2
sneak,5.0
sneaky,5.0
snoop,5.0
snooze,5.0
snorkeling,4.0
snorkelling,5.0
snow,3.625
snowattached,5.0
snowboarding,5.0
snowboards,4.0
snowing,2.0
snowpocalypse,5.0
snuff,3.0
snug,4.056910569105691
snugfitting,1.0
snugg,4.0
snugger,4.5
snuggly,4.461538461538462
snugi,5.0
snugly,4.475409836065574
snuglythis,5.0
snugness,5.0
snugs,4.0
snugsimple,5.0
snyc,5.0
so,3.9835097719869705
soa,5.0
soak,4.0
soaked,4.333333333333333
soaking,5.0
soandso,4.0
soap,3.2857142857142856
soapbar,5.0
soapy,5.0
soari,5.0
soarness2brief,4.0
sobbing,5.0
sobecause,5.0
socal,5.0
socalled,3.2
soccer,5.0
social,4.0
societymanufacturers,3.0
sociocapitalistic,5.0
sock,4.0
socket,4.0
socket4,5.0
sockets,4.466666666666667
socketsimple,5.0
socketworks,2.0
socks,3.0
socom,5.0
soda,3.3333333333333335
soe,5.0
soevdo,5.0
sofa,4.0
soft,4.218181818181818
softball,2.0
soften,4.666666666666667
softened,1.0
softer,4.125
softest,5.0
softick,5.0
softkey,4.0
softkeys,4.0
softly,4.0
softmaterial,5.0
softner,4.0
softphone,4.0
softrubber,4.0
software,3.8924302788844622
softwarealso,4.0
softwaregraffiti,4.0
softwareim,4.0
softwareimo,5.0
softwarenot,4.0
softwares,4.0
softwareso,4.5
softwarethe,3.3333333333333335
soho,4.666666666666667
soi,3.8333333333333335
soif,4.0
soin,3.0
soit,3.5
sol,4.0
solar,3.0
solara,3.0
solarisekinda,4.0
solbat,5.0
sold,3.7222222222222223
solder,2.875
soldered,4.0
soldering,3.0
soldier,5.0
soldiers,5.0
soldthe,3.0
sole,4.0
solely,3.8333333333333335
solid,4.223529411764706
solid3,2.0
solid4,3.0
solidcons,5.0
solidfeeling,5.0
solidi,5.0
solidity,2.0
solidly,4.444444444444445
solidthen,4.0
solitaire,5.0
solitarei,5.0
solo,5.0
solution,4.161538461538462
solutionallinall,2.0
solutionfinally,4.0
solutionfound,5.0
solutioni,3.0
solutioninstead,1.0
solutionoverall,4.0
solutions,4.111111111111111
solutionthe,5.0
solutionthis,5.0
solutionwhen,5.0
solve,3.6666666666666665
solved,3.980769230769231
solveda,3.0
solvedhas,5.0
solvedi,4.0
solvedon,4.0
solvedother,5.0
solvedps,5.0
solvedso,5.0
solvedsomeone,5.0
solvedthe,5.0
solvedupdate,5.0
solvent,4.0
solver,2.0
solves,4.454545454545454
solving,4.25
som,5.0
some,4.0506715506715505
some4,4.0
somebody,4.090909090909091
someday,5.0
somedaywith,4.5
somedevices,4.0
somehow,3.5945945945945947
somehowafter,3.0
somehowother,3.0
someit,4.0
somenthing,5.0
someone,3.807486631016043
someonei,5.0
someoneother,1.0
someoneoverall,4.0
someonereads,5.0
someones,3.0
someoneyou,5.0
someplace,5.0
somethese,5.0
something,3.75
somethingcurrently,3.0
somethingi,2.0
somethingn,4.0
somethingortheother,4.0
somethingthey,5.0
sometime,3.1875
sometimes,3.848396501457726
sometimeshowever,1.0
sometimesi,2.0
sometimesso,4.0
sometimesthe,4.0
sometimethe,5.0
someway,4.0
somewhat,3.8863636363636362
somewhat10252012,3.0
somewhatheard,2.0
somewhere,3.75
somewhereeasy,3.0
somewhereif,1.0
somewhereoverall,5.0
somthing,5.0
somy,4.0
son,4.636363636363637
sonata,4.0
song,4.085714285714285
songs,4.224489795918367
songza,5.0
sonic,5.0
sonido,5.0
sonit,5.0
sonix,5.0
sonote,5.0
sons,4.8
sont,5.0
sony,3.7653061224489797
sonyericson,5.0
sonyericsson,3.3
sonyerricsons,2.0
sonyif,1.0
sonyonly,4.0
sonys,4.111111111111111
soo,2.75
soomething,5.0
soon,3.6929133858267718
sooner,4.714285714285714
soonergood,4.0
sooni,4.5
soonin,4.0
soonpros1,5.0
soonrim,3.0
soonsweat,5.0
soonthe,5.0
soontobegrimy,4.0
soontobereleased,5.0
soonverizon,4.0
sooo,3.0
soooo,4.666666666666667
sooooo,4.0
soooooo,5.0
sooooooo,5.0
sophisticated,4.2
sophisticatedi,4.0
sore,3.9523809523809526
sorely,3.0
soreness,5.0
sorrow,5.0
sorry,3.2777777777777777
sorryps,5.0
sorryto,5.0
sort,3.855421686746988
sorta,4.0
sorted,4.666666666666667
sorting,5.0
sortof,2.0
sorts,3.9411764705882355
sortsno,5.0
sos,4.666666666666667
soso,3.6923076923076925
sosowish,2.0
sostill,4.0
sothe,4.666666666666667
sothen,5.0
sought,4.0
soughtthe,4.0
sould,5.0
sound,3.8729874776386404
sound123456source,4.0
sound3,5.0
sound34,3.0
sound4,4.0
sound5,4.0
sound7,3.0
soundas,4.0
soundblade,4.0
soundbut,3.0
soundcontrols,4.0
sounddampening,4.0
sounded,3.4130434782608696
soundeste,5.0
soundexcellent,4.0
soundgreat,5.0
soundhs815,5.0
soundi,3.3333333333333335
soundid,5.0
soundif,2.0
sounding,3.7419354838709675
soundiq,3.0
soundisolating,4.0
soundkase,4.0
soundmic,3.6666666666666665
soundnice,5.0
soundproof,4.0
sounds,4.086956521739131
soundscape,4.0
soundsgreat,4.0
soundsi,4.0
soundsits,4.0
soundso,3.0
soundstage,4.5
soundsturdy,5.0
soundsyoure,2.0
soundtalk,5.0
soundthe,4.0
soundthen,2.0
soundthey,3.0
soundvoice,4.0
soup,5.0
source,4.114285714285714
source2,5.0
sourcei,5.0
sources,3.1666666666666665
sourcesi,5.0
sourcethe,4.5
sourcewhen,4.0
south,4.555555555555555
southeast,5.0
southern,4.0
southpaws,4.0
souths,5.0
sowith,5.0
sown,5.0
soyo,3.0
sp1,5.0
sp2,4.0
sp3i,2.0
sp500,3.5
sp5m,4.0
sp700,3.857142857142857
sp700if,5.0
spa,4.0
space,4.073170731707317
space7,3.0
spaced,4.6
spacedevouring,5.0
spacei,2.0
spaceill,4.0
spaces,2.5
spacesaving,5.0
spacesplacement,4.0
spacestation,2.0
spacesurprisingly,5.0
spacethe,2.0
spacial,5.0
spacing,3.6666666666666665
spacingthe,4.0
spacious,4.0
spades2,3.0
spaghetti,5.0
spam,1.0
span,2.0
spanish,3.909090909090909
spanking,4.0
spare,4.380952380952381
spared,3.6666666666666665
spareedit,5.0
sparekeypad,4.0
spares,4.315789473684211
sparesthanks,5.0
sparethats,5.0
sparethis,5.0
spareupdate,5.0
sparinglythe,5.0
sparkle,5.0
sparkles,5.0
sparkly,4.0
sparks,1.0
sparq,3.0
sparse,3.0
spat,4.0
spatial,4.0
spawned,5.0
spaz,3.0
spb,4.75
speak,4.25
speaker,3.8541666666666665
speakeraux,1.0
speakeri,3.0
speakeroverall,5.0
speakerphone,4.18705035971223
speakerphone2,2.0
speakerphone5,5.0
speakerphone6,4.0
speakerphonealso,5.0
speakerphoneclear,4.0
speakerphoneconspeople,3.0
speakerphonehowever,4.0
speakerphoneif,4.0
speakerphoneloudspeaker,2.0
speakerphoneloudspeaker8,2.0
speakerphonemicrophone,4.0
speakerphoneprosscreen,4.0
speakerphones,4.166666666666667
speakerphonesvoice,5.0
speakerphonethe,5.0
speakerphonevia,5.0
speakers,3.9069767441860463
speakers8221,5.0
speakersconsneed,4.0
speakersee,4.0
speakersi,5.0
speakersit,4.0
speakersnow,2.0
speakersound,3.0
speakersreasons,4.0
speakersthe,5.0
speakerworks,5.0
speakeryou,5.0
speaking,4.133333333333334
speakon,2.0
speakphone,4.0
speaks,3.75
spears,4.0
spec,3.5294117647058822
specd,4.5
special,4.2
specialist,5.0
specializationthere,4.0
specially,3.8
specialmy,5.0
specialty,5.0
specific,3.9245283018867925
specifically,3.888888888888889
specification,4.333333333333333
specifications,4.0
specificationseither,5.0
specifics,4.0
specificsonce,1.0
specified,4.142857142857143
specifify,4.0
specify,3.6666666666666665
speck,4.588235294117647
specks,4.0
specs,3.9
specspros1comfortable2ease,2.0
spectacular,4.384615384615385
spectacularo,4.0
spectrum,1.0
speculated,1.0
speculation,4.0
speech,2.7222222222222223
speechi,5.0
speechless,5.0
speed,4.191489361702128
speeddial,5.0
speedi,2.0
speeding,5.0
speedinternet,4.0
speedno,5.0
speedoetc,4.0
speedpitch,3.0
speeds,3.8974358974358974
speedsthe,5.0
speedtestnet,5.0
speedthanks,5.0
speedtraps,5.0
speedy,4.454545454545454
spell,4.714285714285714
spelled,5.0
spelling,4.0
spen,4.0
spend,3.633986928104575
spending,3.4615384615384617
spendingmy,4.0
spendit,5.0
spends,2.75
spent,3.9080459770114944
spentbtw,5.0
spentthe,4.0
sphd710,5.0
sphere,4.0
sphl710,1.0
spider,5.0
spiffy,4.0
spigen,4.333333333333333
spike,2.3333333333333335
spilled,5.0
spilling,5.0
spin,4.0
spine,4.333333333333333
sping,4.0
spinning,5.0
spins,4.0
spiral,4.5
spit,2.5
spite,3.888888888888889
splashed,4.0
splashes,5.0
splendidly,4.0
splice,5.0
splicingsodering,1.0
split,3.2916666666666665
splits,2.0
splitter,3.0
splitterfor,5.0
splittersplitter,5.0
splitting,5.0
spluger,4.0
splurged,3.5
spn,5.0
spn5334a,5.0
spn5338a,5.0
spn5356a,5.0
spn5400a,5.0
spn5689a,2.0
spoil,4.0
spoiled,4.0
spoiler,5.0
spoke,3.0
spoken,4.555555555555555
spokes,5.0
sponge,4.333333333333333
spongy,2.75
spontaneiously,1.0
spontaneous,4.0
spontaneously,3.6666666666666665
spoofed,1.0
spoofedalthough,1.0
spoofing,1.0
spool,4.0
sporadic,4.285714285714286
sporadically,3.0
sport,4.285714285714286
sportier,5.0
sporting,3.0
sportish,3.0
sportman,3.0
sports,3.9444444444444446
sportsrelated,5.0
sporty,3.6
spot,3.929411764705882
spotify,5.0
spotits,1.0
spotlighting,5.0
spotmost,5.0
spoton,5.0
spots,3.5
spotsall,3.0
spotsis,3.0
spotted,4.5
spotty,3.3076923076923075
spottytonocoverage,3.0
spouse,3.0
spousekids,4.0
spouses,5.0
spousethe,4.0
sprach,4.0
spray,4.5
sprayed,3.0
spraying,5.0
spread,3.0
spreading,4.0
spreads,1.0
spreadsheet,5.0
spring,3.5526315789473686
springfeel,2.0
springloaded,3.2
springs,2.3333333333333335
springy,4.0
sprinkler,5.0
sprinklers,5.0
sprint,3.727272727272727
sprintfor,5.0
sprinti,4.0
sprints,2.4
sprinttmobileatt,5.0
sprintunboxingthe,2.0
spritz,5.0
spros,5.0
sprouting,5.0
sprung,5.0
spudger,4.0
spudgers,3.3333333333333335
spur,5.0
spurious,2.0
spurs,5.0
sputters,4.0
spy,3.0
sq,4.0
sqeegie,4.0
square,3.6
squared,2.0
squarely,4.0
squares,5.0
squaretrade,5.0
squarish,5.0
squatting,2.0
squeak,5.0
squeakfree,4.0
squeaking,4.0
squeaks,5.0
squeal,4.0
squeegee,4.142857142857143
squeegie,3.5
squeegy,2.0
squeel,1.0
squeeze,4.166666666666667
squeezebox,5.0
squeezed,3.5
squeezes,2.0
squeezewearing,4.0
squeezing,4.5
squegee,5.0
squegy,4.0
squelch,5.0
squinting,4.0
squirrel,1.0
squish,4.0
squished,4.0
squishes,4.0
squishy,4.0
sreen,5.0
srs,4.0
srsbtm30,4.0
ss,5.0
sseries,5.0
ssh,5.0
sso,3.0
sssssss,3.0
sssssssssss,2.3333333333333335
ssssssssssss,2.0
sssssssssssssss,2.0
sssssssssssssssssssss,2.0
ssssssssssssssssssssssssssssss,3.0
sstyle,5.0
st,4.625
st3,4.0
stabalize,4.0
stabbing,1.0
stability,4.217391304347826
stabilize,3.75
stabilizer,4.0
stabilizing,5.0
stable,4.166666666666667
stableall,3.0
stableordering,5.0
stablewireless,5.0
stablity,4.0
stablizer,5.0
stack,3.75
stacked,4.0
stacks,4.0
stadium,4.0
staff,3.7142857142857144
stage,5.0
stages,4.666666666666667
staggered,4.0
staggering,1.0
staid,5.0
stain,4.0
stained,3.5
stainless,4.0
stains,1.0
staircase,5.0
stairs,4.6
stairsoverall,3.0
stairwells2,5.0
stale,1.0
stalk,4.8
stalks,5.0
stall,5.0
stalls,1.0
stallwhen,5.0
stamp,3.6666666666666665
stamped,3.2
stamps,4.0
stanby,5.0
stand,3.9488372093023254
standalone,4.5
standar,5.0
standard,3.996282527881041
standard2,5.0
standardcharging,4.0
standardin,4.0
standardissue,5.0
standardization,3.0
standardize,4.8
standardized,4.0
standards,3.3076923076923075
standardthe,5.0
standas,1.0
standby,4.098039215686274
standbyeif,5.0
standbyits,5.0
standbys,3.0
standbytime,3.0
standing,3.586206896551724
standout,5.0
standoutmy,5.0
standpoint,4.0
stands,4.428571428571429
standthe,3.0
standy,3.0
stanley,5.0
stanleys,5.0
stanza,5.0
staple,5.0
star,3.4357798165137616
star2,3.0
star3,3.0
star4,3.0
star5,3.0
star6,3.0
starbucks,3.5
starch,3.0
starcom,3.0
stare,2.0
stares,2.0
starextra,5.0
starfinally,3.5
stargate,3.0
stari,4.0
staring,3.0
stark,3.5
starkey,4.0
starnext,3.5
starover,4.0
starpluss,5.0
starrating,4.0
stars,3.772935779816514
stars1,2.0
starsactually,4.0
starsand,4.0
starsbut,4.0
starscan,4.0
starscomfort,4.0
starscomfortfit,4.0
starsdesign,4.0
starsedit,5.0
starsfirst,3.0
starsfollowing,5.0
starsgave,5.0
starship,4.0
starsi,4.0
starsits,4.0
starslack,4.0
starslatency,4.0
starsmy,4.333333333333333
starsnote,4.0
starsoverall,4.0
starspairing,3.0
starsperformance,4.0
starsproscheapsound,5.0
starsprosit,4.0
starsquickly,4.0
starsreliability,4.0
starsrevised,4.0
starsthe,2.3333333333333335
starsthis,3.0
starstotal,3.0
starsupdate,4.5
starsused,5.0
starswas,3.0
starswill,4.0
starswish,4.0
starsyeah,3.0
start,3.8058823529411763
started,3.6715686274509802
starter,3.75
starters,4.5
startfor,5.0
starthats,1.0
starthe,3.0
starthis,4.0
starting,3.8333333333333335
startle,3.5
startrek,4.5
startreklook,5.0
starts,3.4705882352941178
startstop,5.0
startup,3.0
stash,4.666666666666667
stashed,4.0
state,3.6666666666666665
stated,3.7540983606557377
stateline,5.0
statement,4.181818181818182
staten,5.0
statenow,5.0
states,4.0
static,3.3555555555555556
staticalso,3.0
staticand,3.0
staticfree,5.0
statichave,5.0
statici,1.0
statick,1.0
staticky,3.6666666666666665
statickybut,4.0
statickythis,4.0
staticmy,4.0
staticps,3.0
staticy,3.111111111111111
stating,4.1
statingthis,5.0
station,4.0
stationary,3.3333333333333335
stationaryultimately,3.0
stationery,5.0
stations,4.0
stationsfinal,3.0
stationtype,5.0
statis,5.0
statistically,3.0
statistics,4.0
stats,3.0
status,3.607142857142857
statusbattery,5.0
statuscons1,4.0
statuses,4.0
statusi,1.0
statusring,4.0
statusslim,4.0
statute,3.0
stay,3.463235294117647
stayathome,5.0
staycation,5.0
stayed,4.08
staying,3.3333333333333335
stays,4.2102272727272725
stead,2.5
steadily,3.3333333333333335
steady,4.181818181818182
steal,4.518518518518518
stealbe,5.0
stealone,5.0
steam,4.0
steamed,1.0
steaming,4.0
steel,4.0
steelframed,5.0
steelskinned,5.0
steely,4.0
steep,4.5
steeply,5.0
steer,3.3333333333333335
steering,3.4
stellar,3.6363636363636362
stem,5.0
stems,4.333333333333333
stenciled,5.0
step,3.704225352112676
stepi,3.0
stepim,3.0
stepped,4.428571428571429
stepping,3.5
steps,3.6153846153846154
stereo,4.058139534883721
stereo3,5.0
stereoand,5.0
stereobasically,4.0
stereoheadphones,3.0
stereoi,5.0
stereomicrousb,4.0
stereomy,4.0
stereoover,3.0
stereophile,5.0
stereopros1,5.0
stereos,5.0
stereosuper,2.0
stereothe,4.0
stereothis,3.0
stereotypical,3.6666666666666665
sterio,3.6666666666666665
stern,3.0
stero,4.666666666666667
steroidsno,5.0
steve,4.0
stichings,3.0
stick,3.746376811594203
stickem,3.0
sticker,3.8484848484848486
stickeri,5.0
stickerplus,5.0
stickers,3.7142857142857144
stickier,2.0
stickiness,3.5
sticking,4.063492063492063
stickive,5.0
stickler,5.0
sticklet,2.0
stickon,4.666666666666667
sticks,3.7037037037037037
sticksfourth,4.0
sticksi,3.0
stickthe,4.0
stickum,3.0
sticky,3.6923076923076925
stickybutsmooth,5.0
stictly,4.0
stiff,3.6904761904761907
stiffer,3.8333333333333335
stiffness,4.666666666666667
stii,5.0
still,4.030006978367062
stills,3.6
stillthe,5.0
stillwent,3.0
stilus,5.0
sting,5.0
stink,1.0
stinks,3.6666666666666665
stinky,5.0
stints,3.0
stir,4.0
stitched,4.0
stitches,3.142857142857143
stitching,4.0
stitchinghowever,2.0
stitchway,4.0
stl,4.0
stl2,4.0
stll,5.0
stock,3.971014492753623
stocked,5.0
stocking,5.0
stockit,1.0
stockpot,5.0
stocky,5.0
stoked,1.0
stole,4.25
stolen,4.571428571428571
stolenhere,4.0
stone,3.9
stoned,3.0
stong,4.0
stood,4.555555555555555
stop,3.4684684684684686
stoped,5.0
stopp,2.0
stopped,2.6079545454545454
stopper,4.0
stoppes,1.0
stopping,3.0
stoppingcame,4.0
stops,3.1956521739130435
stopswith,4.0
stopwatch,3.6666666666666665
stopwatchtimer,5.0
storage,4.016393442622951
storagebag,4.0
storagecharging,4.0
storagefor,5.0
storagelooks,3.0
storagesetting,5.0
store,4.140350877192983
storecons,5.0
stored,3.933333333333333
storefor,4.0
storehere,3.0
storehopefully,5.0
storei,3.0
storeit,4.5
storej,5.0
storelater,3.0
